Incident_ID,Incident_Type,Area,Time_of_Day,Day_of_Week,Weather,Crowd_Level,CCTV_Available,Police_Response_Time,Ambulance_Response_Time,Fire_Response_Time,Number_of_People,Severity_Score,Previous_Incidents,Emergency_Level
4199,Fire,Central,Afternoon,Thursday,Cloudy,Medium,No,25.0,13,23,276,3,19,High
4200,Assault,West,Evening,Sunday,Cloudy,High,No,10.0,26,28,143,10,3,High
4201,Medical,West,Night,Tuesday,Cloudy,Low,No,15.0,24,4,310,9,18,High
4202,Medical,East,Morning,Saturday,Rainy,Medium,No,13.0,23,6,277,2,7,Medium
4203,Fire,East,Evening,Wednesday,Rainy,High,Yes,17.0,6,32,143,8,5,High
4204,Accident,West,Afternoon,Friday,Rainy,Medium,Yes,5.0,6,25,288,8,13,High
4205,Accident,West,Morning,Tuesday,Rainy,High,Yes,22.0,12,11,163,8,2,High
4206,Medical,Central,Morning,Saturday,Sunny,High,No,10.0,15,30,482,9,0,High
4207,Accident,North,Morning,Tuesday,Cloudy,High,Yes,17.0,5,34,254,9,15,High
4208,Medical,West,Evening,Sunday,Cloudy,Medium,Yes,13.0,17,32,322,10,5,High
4209,Fire,West,Night,Saturday,Rainy,High,No,18.0,7,29,391,2,15,High
4210,Fire,Central,Morning,Tuesday,Sunny,Low,Yes,10.0,29,29,207,2,7,Medium
4211,Accident,North,Evening,Thursday,Rainy,Medium,No,24.0,24,30,67,7,9,High
4212,Fire,West,Evening,Wednesday,Sunny,Medium,No,3.0,29,24,250,10,14,High
4213,Assault,South,Morning,Friday,Cloudy,Low,Yes,6.0,25,33,53,5,4,Medium
4214,Medical,South,Morning,Monday,Cloudy,High,Yes,22.0,12,20,443,3,16,High
4215,Accident,East,Night,Friday,Rainy,High,No,15.0,15,5,182,1,7,Medium
4216,Fire,South,Morning,Sunday,Rainy,Low,No,5.0,24,14,21,10,1,High
4217,Accident,Central,Evening,Saturday,Sunny,Medium,No,6.0,15,33,487,1,8,Medium
4218,Assault,West,Afternoon,Sunday,Sunny,Low,Yes,23.0,30,15,214,9,2,High
4219,Theft,Central,Evening,Wednesday,Rainy,Medium,No,12.0,9,5,224,6,19,High
4220,Medical,East,Morning,Saturday,Rainy,Medium,Yes,25.0,26,15,43,7,13,High
4221,Assault,South,Afternoon,Saturday,Rainy,Medium,Yes,20.0,14,8,110,1,2,Low
4222,Accident,West,Morning,Tuesday,Cloudy,Low,Yes,16.0,16,27,131,4,20,High
4223,Assault,East,Evening,Saturday,Sunny,Low,Yes,17.0,26,15,144,9,13,High
4224,Accident,South,Evening,Sunday,Cloudy,Medium,Yes,6.0,14,17,460,9,19,High
4225,Theft,West,Morning,Sunday,Sunny,High,No,7.0,22,31,323,6,13,High
4226,Theft,West,Evening,Friday,Sunny,High,No,5.0,12,20,408,8,10,High
4227,Theft,East,Evening,Sunday,Rainy,Medium,No,7.0,26,20,192,1,17,High
4228,Assault,North,Morning,Friday,Cloudy,Medium,No,15.0,24,5,68,2,1,Low
4229,Theft,South,Morning,Wednesday,,,No,,15,19,328,4,14,High
4230,Medical,North,Evening,Wednesday,Cloudy,Low,Yes,11.0,13,12,117,5,19,High
4231,Theft,West,Night,Tuesday,Sunny,Medium,Yes,6.0,23,26,85,10,6,High
4232,Fire,South,Afternoon,Thursday,Sunny,Low,No,10.0,29,21,14,10,1,High
4233,Fire,Central,Evening,Friday,,,No,,16,28,394,6,11,High
4234,Fire,Central,Afternoon,Friday,Cloudy,Medium,Yes,20.0,27,18,376,6,14,High
4235,Medical,Central,Evening,Sunday,Rainy,High,No,24.0,16,9,16,2,18,High
4236,Assault,South,Afternoon,Friday,Rainy,High,Yes,19.0,5,25,472,9,5,High
4237,Accident,Central,Evening,Thursday,Cloudy,High,Yes,20.0,24,31,350,1,2,Low
4238,Accident,West,Night,Monday,Sunny,Low,No,13.0,18,14,386,8,9,High
4239,Accident,Central,Night,Sunday,Rainy,Low,Yes,23.0,21,32,481,2,17,High
4240,Theft,East,Night,Sunday,Cloudy,Low,No,13.0,26,12,18,3,15,High
4241,Accident,Central,Evening,Thursday,Rainy,Low,Yes,3.0,25,29,107,5,18,High
4242,Accident,North,Night,Tuesday,Cloudy,Low,No,23.0,30,20,77,1,9,Medium
4243,Theft,North,Afternoon,Monday,Sunny,Medium,No,23.0,24,4,466,2,17,High
4244,Medical,East,Afternoon,Thursday,Sunny,High,No,5.0,28,29,313,3,20,High
4245,Theft,West,Afternoon,Wednesday,Sunny,Medium,No,11.0,20,8,340,7,13,High
4246,Medical,South,Morning,Saturday,Sunny,Low,Yes,25.0,27,5,188,7,4,High
4247,Fire,North,Evening,Tuesday,Cloudy,Low,Yes,5.0,25,18,378,2,12,High
4248,Fire,North,Night,Monday,Rainy,Low,Yes,15.0,17,21,152,8,2,High
4249,Accident,West,Evening,Wednesday,Rainy,Low,Yes,7.0,11,12,204,2,15,High
4250,Fire,West,Night,Friday,Cloudy,High,Yes,4.0,18,33,25,7,12,High
4251,Theft,West,Afternoon,Sunday,Cloudy,Low,No,20.0,8,6,131,2,3,Low
4252,Theft,West,Morning,Saturday,Rainy,Medium,No,4.0,28,10,318,8,17,High
4253,Assault,East,Night,Friday,Sunny,Low,Yes,13.0,22,27,327,8,13,High
4254,Assault,Central,Morning,Sunday,Sunny,High,Yes,13.0,25,21,322,7,14,High
4255,Accident,South,Afternoon,Sunday,Sunny,High,Yes,20.0,27,29,271,8,9,High
4256,Theft,East,Afternoon,Monday,Rainy,Low,Yes,9.0,13,17,162,5,6,High
4257,Accident,West,Evening,Tuesday,Cloudy,High,No,17.0,16,25,79,1,12,Medium
4258,Accident,North,Morning,Thursday,Sunny,High,Yes,16.0,11,12,405,5,2,Medium
4259,Assault,South,Night,Tuesday,Cloudy,Low,Yes,19.0,10,9,99,1,11,Medium
4260,Medical,Central,Night,Saturday,Sunny,Low,Yes,11.0,22,4,393,9,1,High
4261,Theft,West,Evening,Saturday,Rainy,Medium,Yes,12.0,14,18,258,6,0,Medium
4262,Medical,North,Morning,Friday,Cloudy,Low,No,17.0,8,29,52,2,4,Low
4263,Theft,East,Afternoon,Thursday,Rainy,Low,No,10.0,16,12,461,7,13,High
4264,Assault,Central,Night,Friday,Cloudy,Medium,No,17.0,29,4,38,2,0,Low
4265,Fire,East,Evening,Thursday,Cloudy,High,No,6.0,14,34,378,7,9,High
4266,Fire,East,Night,Thursday,Rainy,High,No,12.0,10,25,326,4,14,High
4267,Theft,West,Night,Monday,Sunny,High,Yes,24.0,23,27,416,8,7,High
4268,Theft,Central,Evening,Saturday,Cloudy,Low,No,3.0,8,20,337,4,15,High
4269,Fire,South,Afternoon,Monday,,,No,,24,28,180,2,20,High
4270,Theft,North,Evening,Saturday,Cloudy,High,No,25.0,23,30,78,8,10,High
4271,Fire,Central,Morning,Thursday,Sunny,High,Yes,12.0,7,29,118,4,16,High
4272,Theft,Central,Morning,Wednesday,Sunny,High,Yes,15.0,6,16,369,6,13,High
4273,Assault,South,Evening,Thursday,Cloudy,Low,No,11.0,23,17,477,5,6,High
4274,Fire,East,Evening,Monday,Cloudy,Medium,No,10.0,14,35,316,8,20,High
4275,Fire,North,Night,Wednesday,Rainy,Medium,Yes,20.0,20,22,74,7,3,Medium
4276,Accident,Central,Night,Monday,Cloudy,High,Yes,7.0,17,19,328,10,6,High
4277,Medical,Central,Morning,Friday,Rainy,Medium,No,6.0,18,14,435,10,10,High
4278,Assault,South,Afternoon,Monday,Sunny,Medium,Yes,15.0,9,32,405,9,4,High
4279,Fire,East,Morning,Wednesday,Sunny,High,No,17.0,17,29,344,3,17,High
4280,Fire,East,Night,Sunday,Cloudy,Medium,No,16.0,15,15,134,5,14,High
4281,Accident,North,Night,Monday,Sunny,Medium,Yes,8.0,7,34,212,2,18,High
4282,Theft,East,Morning,Saturday,Sunny,Medium,No,11.0,25,33,153,9,10,High
4283,Assault,West,Night,Wednesday,Cloudy,Medium,No,25.0,21,6,350,5,10,High
4284,Fire,West,Night,Monday,Rainy,High,Yes,24.0,12,11,116,2,17,High
4285,Fire,East,Evening,Tuesday,Rainy,High,Yes,12.0,22,15,180,4,19,High
4286,Fire,East,Morning,Thursday,Rainy,High,No,24.0,11,27,447,7,0,High
4287,Medical,North,Morning,Saturday,Sunny,Medium,No,11.0,8,10,209,5,3,Medium
4288,Fire,Central,Afternoon,Sunday,Rainy,High,No,24.0,26,9,291,4,20,High
4289,Assault,West,Morning,Tuesday,Rainy,Medium,Yes,24.0,8,12,287,5,0,Medium
4290,Medical,North,Morning,Saturday,Rainy,Medium,No,19.0,15,16,198,6,20,High
4291,Fire,North,Afternoon,Tuesday,Cloudy,High,Yes,3.0,21,4,292,8,8,High
4292,Accident,Central,Evening,Monday,Sunny,High,Yes,22.0,24,28,134,7,3,High
4293,Accident,Central,Night,Tuesday,Cloudy,Low,Yes,13.0,9,30,216,8,8,High
4294,Assault,North,Morning,Friday,Sunny,Medium,Yes,13.0,18,15,282,4,12,High
4295,Theft,South,Morning,Monday,Rainy,Low,No,20.0,21,4,442,2,16,High
4296,Fire,South,Morning,Sunday,Sunny,Low,No,15.0,21,34,79,9,17,High
4297,Medical,South,Afternoon,Tuesday,Cloudy,High,No,5.0,29,31,32,2,17,High
4298,Accident,East,Morning,Wednesday,Cloudy,Low,Yes,15.0,10,11,484,7,20,High
4299,Medical,South,Evening,Sunday,Sunny,High,No,17.0,28,12,2,8,4,High
4300,Assault,South,Night,Saturday,Cloudy,Medium,No,10.0,14,14,171,4,17,High
4301,Fire,South,Evening,Wednesday,Cloudy,High,No,4.0,24,13,312,6,2,High
4302,Accident,West,Afternoon,Saturday,Cloudy,High,Yes,19.0,25,18,433,8,4,High
4303,Medical,West,Evening,Tuesday,Sunny,High,Yes,3.0,16,24,42,7,19,High
4304,Medical,East,Morning,Thursday,Rainy,High,No,11.0,28,7,210,10,2,High
4305,Accident,East,Evening,Friday,Sunny,Low,Yes,8.0,19,10,334,3,1,Medium
4306,Medical,East,Night,Wednesday,Cloudy,Medium,Yes,19.0,13,25,321,8,5,High
4307,Accident,Central,Morning,Thursday,Cloudy,Low,Yes,16.0,10,29,296,1,5,Medium
4308,Assault,North,Morning,Friday,Rainy,Medium,Yes,24.0,5,26,286,1,20,High
4309,Accident,East,Evening,Sunday,Cloudy,Medium,Yes,24.0,9,12,229,6,10,High
4310,Theft,North,Evening,Saturday,Cloudy,High,Yes,22.0,28,4,138,9,13,High
4311,Fire,East,Evening,Sunday,Rainy,High,Yes,15.0,9,21,400,3,6,Medium
4312,Assault,West,Afternoon,Wednesday,Cloudy,Medium,No,6.0,23,6,70,1,11,Medium
4313,Fire,East,Night,Thursday,Rainy,Medium,No,18.0,27,35,319,1,11,Medium
4314,Accident,West,Afternoon,Saturday,Cloudy,High,Yes,24.0,22,17,488,4,1,Medium
4315,Fire,East,Night,Wednesday,Cloudy,High,Yes,4.0,27,30,49,10,1,High
4316,Fire,South,Morning,Wednesday,Cloudy,Medium,No,7.0,6,13,8,9,8,High
4317,Medical,West,Night,Wednesday,Rainy,Medium,No,16.0,22,15,128,8,6,High
4318,Assault,Central,Evening,Monday,Cloudy,Medium,No,19.0,18,24,72,6,10,High
4319,Assault,East,Night,Monday,Sunny,Low,Yes,18.0,21,14,496,5,16,High
4320,Accident,East,Afternoon,Tuesday,Rainy,Medium,No,14.0,13,29,90,1,10,Medium
4321,Accident,West,Morning,Wednesday,Sunny,High,No,23.0,25,22,300,3,8,Medium
4322,Fire,South,Night,Monday,Rainy,High,No,24.0,28,28,19,6,10,High
4323,Theft,South,Night,Sunday,Rainy,High,No,19.0,8,29,437,2,2,Medium
4324,Fire,South,Afternoon,Wednesday,Sunny,High,No,8.0,10,10,289,6,8,High
4325,Theft,West,Night,Saturday,Rainy,Medium,Yes,5.0,21,4,369,8,2,High
4326,Medical,Central,Evening,Friday,Sunny,Medium,Yes,20.0,24,4,27,7,8,High
4327,Assault,East,Afternoon,Saturday,Rainy,Medium,No,21.0,29,21,115,5,13,High
4328,Theft,West,Morning,Saturday,Cloudy,High,No,9.0,27,30,274,9,18,High
4329,Medical,East,Afternoon,Monday,Cloudy,Medium,No,13.0,21,7,197,8,9,High
4330,Theft,East,Afternoon,Saturday,Sunny,Low,No,25.0,19,6,372,3,2,Medium
4331,Theft,South,Evening,Wednesday,Cloudy,Medium,No,25.0,20,23,190,1,10,Medium
4332,Fire,West,Morning,Tuesday,Sunny,Medium,Yes,14.0,23,10,294,7,10,High
4333,Accident,Central,Evening,Monday,Sunny,High,Yes,6.0,30,19,444,8,6,High
4334,Fire,East,Morning,Saturday,Sunny,Medium,No,25.0,10,16,168,5,18,High
4335,Fire,West,Evening,Sunday,Sunny,Medium,Yes,5.0,8,28,429,6,15,High
4336,Fire,West,Morning,Tuesday,Sunny,Low,No,19.0,18,16,306,5,4,Medium
4337,Theft,West,Morning,Sunday,Cloudy,Medium,No,7.0,21,8,325,5,1,Medium
4338,Accident,West,Morning,Tuesday,Cloudy,High,No,11.0,11,17,426,4,9,High
4339,Assault,South,Night,Monday,Sunny,Medium,Yes,15.0,13,8,126,4,11,High
4340,Accident,North,Night,Tuesday,Cloudy,Low,No,11.0,26,18,185,2,2,Low
4341,Medical,East,Afternoon,Thursday,Sunny,High,Yes,11.0,28,23,188,9,1,High
4342,Fire,East,Morning,Wednesday,Cloudy,Medium,Yes,23.0,20,13,171,4,9,High
4343,Medical,North,Morning,Wednesday,Rainy,High,Yes,5.0,8,18,392,1,12,High
4344,Theft,Central,Night,Monday,Rainy,Medium,Yes,8.0,11,21,187,8,20,High
4345,Medical,East,Morning,Friday,Sunny,High,No,14.0,17,19,172,4,11,High
4346,Medical,Central,Morning,Monday,Rainy,High,No,17.0,14,28,314,4,18,High
4347,Assault,Central,Afternoon,Thursday,Cloudy,Medium,Yes,9.0,21,4,365,8,6,High
4348,Assault,East,Morning,Monday,Rainy,Medium,Yes,3.0,14,20,345,10,9,High
4349,Medical,Central,Morning,Saturday,Rainy,Medium,No,14.0,30,24,212,6,12,High
4350,Accident,South,Morning,Wednesday,Sunny,Low,Yes,8.0,11,14,255,10,4,High
4351,Assault,Central,Night,Sunday,Sunny,High,Yes,21.0,8,6,123,7,2,Medium
4352,Theft,East,Afternoon,Sunday,Sunny,Low,No,13.0,23,9,389,7,7,High
4353,Theft,East,Morning,Saturday,Sunny,High,No,9.0,10,30,69,2,4,Low
4354,Fire,East,Afternoon,Monday,Sunny,Low,Yes,7.0,13,13,153,6,4,High
4355,Assault,Central,Afternoon,Friday,Cloudy,High,Yes,6.0,11,12,8,1,0,Low
4356,Medical,North,Afternoon,Wednesday,Sunny,Low,No,13.0,6,35,340,5,7,High
4357,Medical,East,Evening,Thursday,Cloudy,Medium,No,18.0,18,15,60,7,20,High
4358,Medical,East,Afternoon,Thursday,Sunny,Medium,Yes,22.0,19,33,29,5,17,High
4359,Medical,North,Night,Tuesday,Sunny,Medium,Yes,23.0,19,6,97,9,0,High
4360,Assault,West,Afternoon,Thursday,Sunny,Medium,Yes,6.0,28,25,249,3,6,Medium
4361,Medical,Central,Night,Saturday,,,Yes,,14,24,96,7,18,High
4362,Medical,South,Morning,Wednesday,Rainy,Low,Yes,25.0,14,16,372,9,5,High
4363,Medical,North,Afternoon,Friday,Rainy,Low,Yes,19.0,12,16,96,3,5,Medium
4364,Assault,North,Evening,Sunday,Sunny,High,Yes,3.0,17,13,173,4,19,High
4365,Fire,South,Afternoon,Wednesday,Rainy,Medium,No,8.0,14,25,154,5,2,Medium
4366,Accident,North,Evening,Thursday,Sunny,High,Yes,21.0,12,18,268,1,20,High
4367,Fire,East,Afternoon,Tuesday,Cloudy,High,No,11.0,8,26,330,4,14,High
4368,Medical,North,Evening,Tuesday,Sunny,High,No,14.0,30,9,330,9,18,High
4369,Theft,Central,Afternoon,Wednesday,Rainy,Low,Yes,14.0,23,26,288,6,15,High
4370,Theft,Central,Night,Sunday,Sunny,High,No,3.0,5,34,380,3,6,Medium
4371,Assault,East,Night,Saturday,Cloudy,Medium,Yes,19.0,14,29,417,10,9,High
4372,Assault,East,Morning,Friday,Cloudy,Medium,Yes,20.0,12,27,51,10,8,High
4373,Accident,East,Morning,Sunday,Sunny,High,Yes,8.0,15,12,235,3,0,Low
4374,Theft,South,Night,Saturday,Rainy,Medium,No,8.0,25,23,182,6,13,High
4375,Accident,Central,Night,Wednesday,Rainy,Low,Yes,21.0,13,7,14,9,20,High
4376,Fire,South,Morning,Thursday,Rainy,Medium,Yes,8.0,14,24,218,4,8,High
4377,Accident,North,Afternoon,Thursday,Sunny,Medium,Yes,5.0,14,18,209,3,20,High
4378,Accident,West,Afternoon,Saturday,Sunny,High,No,4.0,24,8,98,5,3,Medium
4379,Fire,West,Evening,Friday,Rainy,Medium,No,8.0,10,27,373,4,2,Medium
4380,Accident,East,Afternoon,Friday,Rainy,High,Yes,16.0,19,28,238,9,1,High
4381,Theft,North,Morning,Monday,Sunny,Medium,No,17.0,21,9,239,1,0,Low
4382,Fire,North,Morning,Saturday,Cloudy,Medium,No,14.0,17,23,395,9,0,High
4383,Medical,North,Morning,Saturday,Cloudy,Low,No,3.0,13,20,335,10,0,High
4384,Medical,South,Morning,Wednesday,Cloudy,High,Yes,25.0,7,22,358,3,6,Medium
4385,Theft,South,Morning,Monday,Rainy,Low,No,12.0,6,20,366,1,13,High
4386,Fire,North,Evening,Saturday,Cloudy,High,No,14.0,16,4,39,4,0,Low
4387,Assault,West,Evening,Saturday,Sunny,Medium,Yes,15.0,18,4,163,9,1,High
4388,Assault,North,Evening,Monday,Rainy,High,Yes,14.0,7,25,268,5,7,High
4389,Accident,South,Night,Monday,Sunny,Medium,Yes,24.0,9,8,243,8,1,High
4390,Theft,East,Afternoon,Sunday,Rainy,High,Yes,8.0,28,34,41,2,13,High
4391,Accident,North,Evening,Saturday,Rainy,Low,No,15.0,8,30,58,5,1,Medium
4392,Fire,West,Morning,Tuesday,Sunny,Low,No,25.0,6,35,111,6,3,Medium
4393,Accident,South,Evening,Monday,Cloudy,High,No,20.0,25,23,165,3,1,Low
4394,Accident,South,Afternoon,Thursday,Sunny,Low,Yes,16.0,26,12,379,1,19,High
4395,Theft,Central,Morning,Sunday,Cloudy,Medium,Yes,22.0,23,19,377,10,20,High
4396,Fire,Central,Night,Saturday,Sunny,High,Yes,22.0,26,11,416,1,19,High
4397,Accident,Central,Evening,Friday,Sunny,Medium,No,17.0,14,8,265,3,16,High
4398,Assault,East,Afternoon,Thursday,Sunny,High,No,4.0,9,29,153,4,10,High
4399,Theft,North,Evening,Monday,Sunny,High,Yes,16.0,13,8,438,10,12,High
4400,Assault,West,Night,Friday,Cloudy,Low,No,9.0,5,31,76,8,8,High
4401,Theft,Central,Afternoon,Wednesday,Sunny,High,Yes,5.0,5,35,235,8,16,High
4402,Accident,West,Afternoon,Monday,Cloudy,Low,Yes,9.0,28,10,43,6,7,High
4403,Theft,North,Night,Sunday,Sunny,High,No,25.0,17,14,198,7,2,Medium
4404,Theft,Central,Night,Friday,Rainy,Low,Yes,15.0,25,29,348,2,4,Medium
4405,Medical,North,Afternoon,Saturday,Cloudy,High,No,3.0,26,19,284,1,8,Medium
4406,Theft,Central,Night,Tuesday,Sunny,Low,No,9.0,29,30,460,7,15,High
4407,Assault,North,Evening,Wednesday,Sunny,High,Yes,25.0,17,35,201,1,12,Medium
4408,Medical,South,Morning,Thursday,Cloudy,High,Yes,24.0,24,7,174,1,1,Low
4409,Accident,West,Evening,Wednesday,Sunny,High,No,19.0,6,26,25,6,18,High
4410,Theft,West,Morning,Wednesday,Sunny,High,Yes,11.0,11,30,433,2,4,Medium
4411,Assault,North,Morning,Sunday,Cloudy,High,Yes,22.0,6,32,326,10,18,High
4412,Medical,East,Morning,Tuesday,Sunny,Low,No,9.0,18,35,313,5,17,High
4413,Assault,West,Night,Wednesday,Rainy,Low,Yes,25.0,7,11,143,8,18,High
4414,Theft,East,Night,Wednesday,Cloudy,High,Yes,13.0,25,16,97,5,15,High
4415,Medical,West,Morning,Tuesday,Cloudy,Low,Yes,4.0,27,19,318,3,10,High
4416,Accident,West,Night,Wednesday,Sunny,Medium,Yes,20.0,18,32,254,7,9,High
4417,Accident,South,Afternoon,Thursday,Sunny,High,Yes,24.0,27,35,128,6,8,High
4418,Fire,West,Morning,Sunday,Sunny,Low,Yes,20.0,6,5,30,3,14,High
4419,Fire,East,Morning,Sunday,Rainy,Low,Yes,3.0,21,13,325,4,4,Medium
4420,Theft,West,Night,Monday,Cloudy,Low,No,18.0,27,26,238,10,11,High
4421,Accident,South,Evening,Saturday,Cloudy,High,No,11.0,24,7,134,7,9,High
4422,Assault,West,Afternoon,Thursday,Sunny,Low,No,7.0,9,14,223,2,20,High
4423,Theft,South,Evening,Sunday,Rainy,Medium,No,4.0,10,28,400,5,20,High
4424,Assault,Central,Night,Wednesday,Cloudy,High,Yes,25.0,21,24,73,10,2,High
4425,Fire,Central,Morning,Friday,Sunny,Low,Yes,17.0,13,26,343,4,18,High
4426,Accident,East,Evening,Tuesday,Cloudy,High,Yes,17.0,18,9,151,9,17,High
4427,Medical,North,Evening,Thursday,Rainy,Low,No,15.0,29,6,463,8,7,High
4428,Theft,Central,Afternoon,Saturday,Rainy,Low,Yes,15.0,29,17,157,10,14,High
4429,Medical,East,Afternoon,Sunday,Sunny,Medium,No,21.0,10,35,82,1,9,Medium
4430,Assault,West,Morning,Sunday,Cloudy,High,No,8.0,8,31,163,2,2,Low
4431,Medical,Central,Night,Friday,Cloudy,Low,No,15.0,18,24,46,1,0,Low
4432,Medical,South,Evening,Wednesday,Cloudy,High,Yes,16.0,16,12,377,3,11,High
4433,Fire,Central,Night,Tuesday,Cloudy,Low,No,23.0,15,5,370,5,9,High
4434,Medical,North,Evening,Wednesday,Cloudy,High,No,22.0,29,5,486,7,12,High
4435,Fire,South,Afternoon,Sunday,Sunny,Medium,Yes,25.0,17,25,71,1,19,High
4436,Medical,North,Evening,Saturday,Cloudy,High,No,17.0,24,10,246,1,0,Low
4437,Medical,South,Afternoon,Wednesday,Rainy,Low,Yes,5.0,16,7,218,9,0,High
4438,Accident,East,Morning,Friday,,,No,,25,20,271,10,4,High
4439,Accident,South,Evening,Monday,Rainy,Medium,Yes,12.0,25,35,267,9,3,High
4440,Theft,North,Night,Friday,Rainy,Medium,No,4.0,11,26,433,9,4,High
4441,Fire,East,Night,Sunday,Cloudy,High,No,4.0,29,24,172,6,0,Medium
4442,Fire,West,Morning,Wednesday,Sunny,Medium,No,15.0,19,17,334,1,7,Medium
4443,Fire,Central,Evening,Thursday,Rainy,High,Yes,5.0,18,18,44,5,11,High
4444,Assault,East,Evening,Monday,Rainy,High,Yes,25.0,13,19,261,5,5,Medium
4445,Theft,West,Morning,Wednesday,Rainy,Low,Yes,18.0,20,16,349,8,11,High
4446,Accident,North,Morning,Monday,Cloudy,High,Yes,5.0,24,28,343,8,8,High
4447,Medical,West,Afternoon,Thursday,Cloudy,Low,No,9.0,26,25,212,6,16,High
4448,Fire,South,Evening,Thursday,Sunny,Medium,No,13.0,13,4,246,8,12,High
4449,Fire,Central,Afternoon,Thursday,Rainy,High,No,17.0,13,4,454,2,6,Medium
4450,Assault,East,Night,Tuesday,Rainy,Medium,No,10.0,26,28,93,6,18,High
4451,Medical,Central,Afternoon,Friday,Rainy,Medium,No,3.0,12,23,346,6,8,High
4452,Fire,North,Evening,Thursday,Sunny,Medium,No,24.0,14,14,122,6,12,High
4453,Medical,North,Morning,Friday,Cloudy,High,No,14.0,21,16,254,5,12,High
4454,Accident,South,Evening,Saturday,Sunny,High,No,8.0,19,7,396,7,19,High
4455,Accident,East,Afternoon,Monday,Sunny,High,No,25.0,21,18,436,2,11,High
4456,Accident,North,Afternoon,Friday,Rainy,High,Yes,12.0,13,15,282,4,10,High
4457,Medical,Central,Morning,Friday,Cloudy,Medium,No,19.0,21,28,358,5,13,High
4458,Fire,East,Night,Sunday,Rainy,Low,Yes,24.0,10,35,455,4,8,High
4459,Medical,North,Evening,Thursday,Sunny,Medium,Yes,17.0,11,34,229,6,17,High
4460,Theft,South,Night,Tuesday,Sunny,Medium,Yes,9.0,17,34,380,2,15,High
4461,Assault,West,Night,Sunday,Cloudy,Low,No,21.0,27,11,464,4,2,Medium
4462,Assault,West,Afternoon,Saturday,Sunny,High,Yes,22.0,28,31,160,3,12,High
4463,Fire,East,Night,Thursday,Cloudy,High,No,21.0,25,15,160,3,14,High
4464,Theft,East,Evening,Thursday,Cloudy,Low,No,6.0,17,32,22,8,14,High
4465,Accident,South,Morning,Monday,Cloudy,Low,No,25.0,10,16,275,8,11,High
4466,Accident,South,Evening,Thursday,Sunny,Low,No,10.0,13,25,115,2,14,High
4467,Medical,East,Morning,Thursday,Sunny,High,Yes,8.0,7,11,266,6,5,High
4468,Assault,Central,Afternoon,Sunday,Sunny,Low,Yes,16.0,19,34,422,8,0,High
4469,Fire,West,Evening,Tuesday,Rainy,Medium,Yes,13.0,12,16,462,7,9,High
4470,Theft,North,Morning,Tuesday,Rainy,Medium,No,10.0,12,15,493,4,11,High
4471,Medical,West,Night,Monday,Sunny,Low,No,5.0,14,26,168,8,19,High
4472,Accident,Central,Afternoon,Tuesday,Sunny,Low,No,20.0,26,12,185,1,13,Medium
4473,Assault,West,Afternoon,Thursday,Cloudy,Medium,Yes,14.0,17,16,169,4,9,High
4474,Medical,Central,Morning,Monday,Cloudy,Medium,Yes,24.0,14,23,324,7,9,High
4475,Medical,South,Morning,Thursday,Cloudy,Low,No,17.0,29,16,402,3,13,High
4476,Theft,North,Afternoon,Wednesday,Rainy,Medium,Yes,12.0,9,12,445,3,18,High
4477,Medical,South,Morning,Friday,Cloudy,High,Yes,22.0,26,34,26,6,13,High
4478,Theft,South,Afternoon,Saturday,Cloudy,High,Yes,6.0,8,12,246,9,4,High
4479,Theft,East,Evening,Wednesday,Rainy,Medium,Yes,4.0,8,27,388,10,19,High
4480,Fire,North,Evening,Saturday,Sunny,Low,No,23.0,17,6,287,7,1,Medium
4481,Fire,North,Evening,Tuesday,Sunny,Medium,Yes,19.0,5,9,446,5,13,High
4482,Theft,North,Evening,Wednesday,Cloudy,Medium,Yes,9.0,10,10,253,6,8,High
4483,Medical,West,Morning,Friday,Sunny,Low,No,22.0,28,10,42,10,15,High
4484,Medical,South,Morning,Sunday,Rainy,High,No,23.0,18,24,34,5,15,High
4485,Theft,West,Morning,Monday,Sunny,Medium,Yes,15.0,5,5,325,9,6,High
4486,Medical,East,Evening,Saturday,Sunny,High,No,15.0,14,17,10,7,19,High
4487,Medical,West,Morning,Monday,Rainy,Low,No,7.0,6,4,253,10,6,High
4488,Fire,East,Night,Saturday,,,Yes,,16,18,412,4,20,High
4489,Accident,Central,Evening,Wednesday,Rainy,Low,No,4.0,13,30,306,5,15,High
4490,Theft,East,Night,Sunday,Cloudy,Medium,Yes,8.0,27,22,375,10,6,High
4491,Fire,Central,Morning,Saturday,Sunny,Low,Yes,21.0,11,27,467,2,20,High
4492,Medical,East,Afternoon,Monday,Cloudy,Medium,No,18.0,19,5,417,7,12,High
4493,Medical,East,Afternoon,Friday,Sunny,Low,Yes,11.0,27,16,449,9,1,High
4494,Medical,South,Morning,Tuesday,Rainy,Low,Yes,23.0,15,34,397,6,17,High
4495,Accident,Central,Night,Friday,Cloudy,High,No,5.0,9,7,242,8,6,High
4496,Accident,Central,Night,Friday,Sunny,Low,No,25.0,6,33,182,9,6,High
4497,Accident,North,Evening,Monday,Cloudy,Low,Yes,14.0,27,11,371,1,18,High
4498,Theft,North,Evening,Friday,Rainy,Medium,Yes,5.0,20,6,364,4,12,High
4499,Theft,Central,Evening,Saturday,Rainy,Low,No,24.0,13,10,350,3,6,Medium
4500,Fire,East,Evening,Thursday,Sunny,Medium,No,25.0,23,28,453,6,7,High
